"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Nacionality","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Target"
"3509","Single",1,9,1,1,1,"1","0","0","1","1","1",18,"0","Enrolled"
"3510","Single",1,5,1,14,1,"0","0","0","1","1","1",22,"0","Graduate"
"3511","Single",6,12,1,1,1,"1","0","0","1","1","1",18,"0","Dropout"
"3512","Single",1,8,1,14,1,"0","0","0","1","1","0",20,"0","Enrolled"
"3513","Single",1,2,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"3514","Divorced",1,14,1,12,1,"0","0","1","1","1","1",29,"0","Dropout"
"3515","Single",1,14,1,1,1,"1","0","0","1","1","0",29,"0","Dropout"
"3516","Single",1,15,1,1,1,"1","0","0","1","1","0",23,"0","Enrolled"
"3517","Single",1,2,1,1,1,"1","0","1","1","1","0",19,"0","Dropout"
"3518","Single",1,7,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"3519","Married",1,11,1,1,1,"1","0","0","1","1","0",22,"0","Dropout"
"3520","Single",1,17,0,1,1,"1","0","1","1","1","0",34,"0","Dropout"
"3521","Single",1,17,0,4,1,"0","0","0","1","1","0",26,"0","Graduate"
"3522","Single",1,2,1,1,1,"1","0","0","1","1","0",24,"0","Dropout"
"3523","Single",1,14,1,1,1,"1","0","0","1","1","1",17,"0","Graduate"
"3524","Single",4,14,1,1,1,"0","0","0","1","1","0",21,"0","Enrolled"
"3525","Married",1,17,0,1,1,"0","0","0","1","1","0",34,"0","Enrolled"
"3526","Single",1,4,1,14,1,"1","0","0","1","1","0",19,"0","Graduate"
"3527","Married",1,4,1,1,1,"0","0","1","0","1","0",49,"0","Dropout"
"3528","Single",1,12,1,1,1,"0","0","0","1","1","0",23,"0","Dropout"
"3529","Single",3,7,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"3530","Single",1,12,1,1,1,"0","0","0","1","1","0",20,"0","Enrolled"
"3531","Single",3,14,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3532","Single",1,4,1,14,1,"1","0","0","1","1","0",24,"0","Enrolled"
"3533","Single",1,9,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3534","Married",1,11,1,12,1,"0","0","1","0","1","0",45,"0","Dropout"
"3535","Single",1,17,0,1,1,"1","0","0","1","1","0",30,"0","Dropout"
"3536","Single",1,17,0,14,1,"0","0","0","1","1","0",28,"0","Dropout"
"3537","Single",1,17,0,1,1,"0","0","0","1","1","0",40,"0","Dropout"
"3538","Single",2,9,1,12,1,"0","0","0","0","1","0",32,"0","Dropout"
"3539","Single",5,11,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3540","Single",1,5,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3541","Single",1,7,1,1,1,"0","0","0","1","1","0",18,"0","Dropout"
"3542","Single",1,14,1,1,1,"0","0","0","0","1","0",20,"0","Dropout"
"3543","Single",1,17,0,1,1,"0","0","0","1","1","0",39,"0","Enrolled"
"3544","Single",1,6,1,1,1,"0","0","0","0","1","0",19,"0","Enrolled"
"3545","Single",1,17,0,9,1,"0","0","0","1","1","0",38,"0","Enrolled"
"3546","Single",3,12,1,1,1,"1","0","0","1","1","1",18,"0","Graduate"
"3547","Single",4,12,1,1,1,"1","0","0","1","1","1",18,"0","Graduate"
"3548","Married",1,8,1,7,1,"0","0","0","1","1","0",28,"0","Dropout"
"3549","Single",1,14,1,1,1,"1","0","0","0","1","0",31,"0","Dropout"
"3550","Single",1,12,1,1,1,"0","0","0","1","1","0",23,"0","Graduate"
"3551","Single",1,12,1,1,1,"1","0","0","1","1","0",21,"0","Enrolled"
"3552","Single",1,10,1,12,1,"0","0","1","0","1","0",33,"0","Dropout"
"3553","Single",1,9,1,1,1,"0","0","0","1","1","0",22,"0","Dropout"
"3554","Single",1,7,1,14,1,"1","0","1","1","1","0",20,"0","Dropout"
"3555","Single",1,14,1,1,1,"0","0","1","1","1","0",19,"0","Enrolled"
"3556","Single",1,6,1,14,1,"1","0","0","1","1","0",20,"0","Graduate"
"3557","Single",1,11,1,9,1,"1","0","0","1","1","0",25,"0","Enrolled"
"3558","Single",1,4,1,1,1,"0","0","0","0","1","0",25,"0","Dropout"
"3559","Single",4,5,1,1,1,"1","0","0","1","1","0",19,"0","Enrolled"
"3560","Single",1,14,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3561","Married",1,12,1,12,1,"0","0","0","1","1","0",33,"0","Enrolled"
"3562","Single",5,15,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3563","Single",1,8,1,12,1,"0","0","0","1","1","0",31,"0","Dropout"
"3564","Single",1,7,1,14,1,"0","0","1","0","1","0",24,"0","Dropout"
"3565","Single",1,7,1,14,1,"0","0","1","0","1","0",23,"0","Dropout"
"3566","Married",1,17,0,1,1,"0","0","0","0","1","1",26,"0","Dropout"
"3567","Married",1,5,1,2,1,"1","0","0","1","1","0",38,"0","Graduate"
"3568","Single",6,7,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"3569","Single",5,7,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3570","Single",1,6,1,12,1,"0","0","0","1","1","0",25,"0","Dropout"
"3571","Single",2,5,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3572","Single",1,7,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"3573","Single",1,17,0,9,1,"0","0","0","1","1","0",28,"0","Dropout"
"3574","Single",2,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"3575","Single",1,11,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"3576","Single",1,8,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"3577","Single",3,9,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3578","Single",1,12,1,1,1,"0","0","1","1","1","0",24,"0","Dropout"
"3579","Single",4,6,1,1,1,"1","0","0","1","1","0",21,"0","Dropout"
"3580","Single",1,14,1,1,1,"0","0","0","1","1","1",20,"0","Graduate"
"3581","Single",1,4,1,14,1,"1","0","0","1","1","0",21,"0","Graduate"
"3582","Married",1,13,1,1,1,"0","0","1","1","1","0",24,"0","Graduate"
"3583","Single",1,17,0,1,1,"0","0","0","1","1","0",27,"0","Dropout"
"3584","Single",6,9,1,1,1,"1","0","1","0","1","0",19,"0","Enrolled"
"3585","Single",1,3,0,1,1,"0","0","0","1","1","0",39,"0","Graduate"
"3586","Single",1,1,1,1,1,"0","0","0","1","1","0",25,"0","Dropout"
"3587","Single",1,2,1,3,1,"0","0","0","0","1","0",18,"0","Dropout"
"3588","Single",1,5,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"3589","Single",1,15,1,1,1,"0","0","0","1","1","1",21,"0","Graduate"
"3590","Single",1,17,0,15,1,"0","0","0","1","1","0",27,"0","Dropout"
"3591","Single",3,9,1,1,1,"1","0","0","1","1","0",19,"0","Enrolled"
"3592","Single",3,12,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"3593","Single",1,14,1,3,1,"1","0","0","1","1","0",27,"0","Dropout"
"3594","Single",3,15,1,1,1,"1","0","1","1","1","0",18,"0","Dropout"
"3595","Single",1,8,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"3596","Single",1,4,1,14,1,"0","0","0","1","1","0",19,"0","Dropout"
"3597","Single",1,4,1,14,1,"0","0","0","1","1","0",22,"0","Enrolled"
"3598","Single",2,10,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3599","Single",4,15,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"3600","Single",1,9,1,1,1,"0","0","0","1","0","0",23,"0","Dropout"
"3601","Single",4,2,1,1,1,"1","0","1","0","1","0",20,"0","Dropout"
"3602","Single",3,15,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3603","Single",4,15,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3604","Single",3,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"3605","Single",2,15,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3606","Single",3,15,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3607","Single",1,5,1,14,1,"0","0","0","1","1","0",21,"0","Dropout"
"3608","Single",1,2,1,1,1,"0","0","0","1","1","0",22,"0","Enrolled"
"3609","Single",1,7,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"3610","Single",1,2,1,1,1,"0","0","1","1","1","0",19,"0","Enrolled"
"3611","Single",1,7,1,14,1,"1","0","0","1","1","0",19,"0","Enrolled"
"3612","Single",1,14,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3613","Single",1,6,1,14,1,"1","0","0","1","1","0",19,"0","Dropout"
"3614","Single",1,7,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3615","Single",1,7,1,1,14,"0","0","1","1","1","0",24,"1","Enrolled"
"3616","Single",1,14,1,1,1,"0","0","1","1","1","0",18,"0","Dropout"
"3617","Single",1,7,1,1,1,"0","0","0","0","1","1",18,"0","Enrolled"
"3618","Single",1,10,1,1,1,"1","0","1","1","0","0",18,"0","Dropout"
"3619","Single",5,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3620","Single",1,10,1,1,1,"1","0","0","1","0","1",21,"0","Graduate"
"3621","Single",1,6,1,1,14,"0","0","0","1","0","0",18,"1","Dropout"
"3622","Single",1,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"3623","Single",2,10,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"3624","Single",6,3,0,1,1,"1","0","0","1","0","0",23,"0","Dropout"
"3625","Single",2,9,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"3626","Single",1,10,1,1,1,"0","0","0","1","0","0",20,"0","Enrolled"
"3627","Single",1,3,0,1,1,"1","0","0","1","0","0",26,"0","Dropout"
"3628","Single",6,15,1,1,1,"1","0","0","1","0","1",18,"0","Enrolled"
"3629","Single",1,2,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"3630","Single",1,14,1,1,1,"0","0","0","0","0","1",19,"0","Graduate"
"3631","Single",3,12,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"3632","Single",3,15,1,1,1,"1","0","1","0","0","0",19,"0","Dropout"
"3633","Single",1,10,1,14,1,"1","0","1","1","0","0",21,"0","Enrolled"
"3634","Single",1,11,1,1,1,"0","0","0","1","0","0",33,"0","Graduate"
"3635","Single",2,6,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"3636","Single",1,12,1,6,1,"0","0","0","1","0","0",21,"0","Graduate"
"3637","Single",1,15,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"3638","Divorced",1,16,1,12,1,"0","0","1","0","0","0",33,"0","Enrolled"
"3639","Married",4,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3640","Single",1,14,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"3641","Single",3,15,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"3642","Single",2,11,1,1,1,"1","0","0","0","0","0",20,"0","Dropout"
"3643","Single",2,3,0,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"3644","Single",1,6,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3645","Single",3,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3646","Single",3,10,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"3647","Single",1,6,1,1,1,"1","0","0","1","0","0",26,"0","Enrolled"
"3648","Single",1,10,1,1,1,"0","0","0","1","0","0",21,"0","Dropout"
"3649","Single",4,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3650","Facto union",1,16,1,12,1,"0","0","0","1","0","0",27,"0","Dropout"
"3651","Single",1,5,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"3652","Single",1,14,1,14,1,"0","0","0","1","0","0",21,"0","Enrolled"
"3653","Single",1,13,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"3654","Single",1,6,1,14,1,"1","0","0","1","0","0",20,"0","Enrolled"
"3655","Single",1,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3656","Single",1,10,1,14,1,"0","0","0","1","0","1",20,"0","Graduate"
"3657","Single",2,6,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3658","Single",5,12,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"3659","Single",1,17,0,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"3660","Single",1,6,1,14,1,"0","0","0","1","0","0",20,"0","Enrolled"
"3661","Single",3,10,1,1,1,"1","0","1","1","0","0",19,"0","Dropout"
"3662","Single",1,15,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"3663","Single",1,6,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3664","Single",1,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3665","Single",6,12,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"3666","Single",1,4,1,12,1,"0","0","0","1","1","0",43,"0","Enrolled"
"3667","Married",1,5,1,1,1,"0","0","0","1","1","0",47,"0","Dropout"
"3668","Single",1,9,1,1,1,"1","0","0","0","1","0",23,"0","Dropout"
"3669","Single",1,10,1,1,14,"1","0","1","1","0","1",19,"1","Graduate"
"3670","Single",1,12,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"3671","Single",1,2,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3672","Single",1,6,1,1,6,"1","0","0","1","0","0",19,"1","Graduate"
"3673","Single",1,6,1,14,1,"1","0","0","1","0","0",19,"0","Graduate"
"3674","Single",1,3,0,12,1,"0","0","1","1","0","1",39,"0","Graduate"
"3675","Single",1,5,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"3676","Single",1,5,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"3677","Single",5,10,1,1,10,"1","0","1","0","0","0",22,"1","Graduate"
"3678","Single",2,15,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"3679","Single",1,14,1,1,1,"1","0","0","1","0","0",22,"0","Graduate"
"3680","Single",2,16,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3681","Single",1,2,1,1,1,"1","0","1","1","1","0",18,"0","Dropout"
"3682","Facto union",1,9,1,1,1,"0","0","0","1","1","0",26,"0","Enrolled"
"3683","Single",1,17,0,1,1,"0","0","0","0","1","0",36,"0","Dropout"
"3684","Single",1,2,1,1,1,"1","0","1","1","1","1",20,"0","Graduate"
"3685","Married",1,9,1,1,1,"0","0","0","1","1","0",30,"0","Dropout"
"3686","Single",1,4,1,1,1,"0","0","0","1","1","0",24,"0","Dropout"
"3687","Single",1,9,1,1,1,"0","0","0","1","1","0",26,"0","Dropout"
"3688","Single",1,9,1,1,1,"0","0","0","0","1","0",19,"0","Dropout"
"3689","Facto union",1,10,1,1,1,"0","0","0","1","1","0",34,"0","Graduate"
"3690","Single",1,8,1,1,1,"1","0","0","1","1","0",33,"0","Enrolled"
"3691","Single",6,9,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3692","Single",5,7,1,1,1,"1","0","1","0","1","0",26,"0","Dropout"
"3693","Single",1,14,1,1,1,"0","0","0","1","1","0",29,"0","Dropout"
"3694","Single",5,7,1,1,1,"1","0","0","1","1","1",19,"0","Dropout"
"3695","Single",1,2,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"3696","Single",1,17,0,12,1,"0","0","0","0","1","0",29,"0","Dropout"
"3697","Single",1,11,1,1,1,"0","0","0","1","1","0",21,"0","Graduate"
"3698","Single",1,11,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"3699","Single",1,12,1,1,1,"0","0","0","1","1","0",20,"0","Graduate"
"3700","Single",1,6,1,1,1,"0","0","0","1","1","0",18,"0","Dropout"
"3701","Single",3,5,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"3702","Single",1,9,1,1,1,"0","0","1","1","1","1",21,"0","Enrolled"
"3703","Single",1,9,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"3704","Single",1,7,1,1,1,"0","0","0","1","1","1",30,"0","Dropout"
"3705","Single",2,14,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3706","Single",1,9,1,1,1,"1","0","0","1","1","0",30,"0","Dropout"
"3707","Single",1,9,1,1,1,"1","0","0","1","1","1",22,"0","Graduate"
"3708","Single",3,2,1,1,1,"1","0","0","1","1","0",22,"0","Graduate"
"3709","Single",4,5,1,1,1,"1","0","1","0","1","0",19,"0","Dropout"
"3710","Single",2,14,1,1,1,"1","0","0","1","1","0",21,"0","Dropout"
"3711","Single",4,6,1,1,1,"0","0","0","1","1","0",21,"0","Graduate"
"3712","Single",1,2,1,14,1,"1","0","1","1","1","1",21,"0","Dropout"
"3713","Single",1,9,1,1,1,"0","0","0","1","1","0",27,"0","Dropout"
"3714","Single",1,1,1,1,1,"1","0","0","1","1","0",32,"0","Dropout"
"3715","Single",1,14,1,9,1,"0","0","1","0","1","0",40,"0","Dropout"
"3716","Single",2,9,1,1,1,"1","0","0","1","1","0",20,"0","Enrolled"
"3717","Single",1,8,1,14,1,"1","0","0","1","1","0",20,"0","Dropout"
"3718","Single",3,2,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3719","Single",1,9,1,1,1,"0","0","0","1","1","0",21,"0","Dropout"
"3720","Single",1,14,1,1,1,"0","0","0","1","1","0",18,"0","Dropout"
"3721","Single",1,4,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"3722","Facto union",1,5,1,3,1,"0","0","0","0","1","0",30,"0","Dropout"
"3723","Single",1,4,1,9,1,"0","0","0","1","1","0",29,"0","Dropout"
"3724","Single",2,7,1,1,1,"1","0","1","1","1","0",18,"0","Dropout"
"3725","Single",2,14,1,1,1,"1","0","0","1","1","1",18,"0","Dropout"
"3726","Single",1,4,1,14,1,"0","0","0","1","1","0",22,"0","Dropout"
"3727","Single",2,17,0,1,1,"1","0","0","0","1","0",27,"0","Dropout"
"3728","Single",6,14,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"3729","Single",1,3,0,2,1,"0","0","0","1","1","0",42,"0","Graduate"
"3730","Single",1,4,1,1,1,"0","0","1","1","1","0",21,"0","Graduate"
"3731","Single",1,12,1,1,1,"0","1","0","1","1","0",23,"0","Graduate"
"3732","Single",1,5,1,1,1,"1","0","0","1","1","0",21,"0","Dropout"
"3733","Single",3,2,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3734","Married",1,10,1,1,1,"0","0","0","1","1","1",40,"0","Dropout"
"3735","Single",1,9,1,1,1,"0","0","0","1","1","0",22,"0","Dropout"
"3736","Single",2,12,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"3737","Single",1,7,1,1,1,"0","0","0","1","1","1",24,"0","Enrolled"
"3738","Single",1,11,1,1,1,"0","0","0","1","1","0",21,"0","Enrolled"
"3739","Single",4,7,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3740","Single",3,7,1,1,1,"0","0","0","1","1","0",18,"0","Dropout"
"3741","Single",1,14,1,1,1,"0","0","0","1","1","0",24,"0","Dropout"
"3742","Single",1,7,1,1,1,"0","0","0","1","1","1",28,"0","Enrolled"
"3743","Single",1,14,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3744","Single",1,6,1,15,1,"0","0","0","1","0","0",28,"0","Enrolled"
"3745","Single",3,16,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"3746","Single",1,2,1,1,1,"1","0","0","0","0","0",19,"0","Graduate"
"3747","Single",1,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3748","Single",1,8,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"3749","Single",3,12,1,1,1,"1","0","1","1","0","0",18,"0","Dropout"
"3750","Single",4,5,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"3751","Single",2,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"3752","Single",1,5,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"3753","Single",2,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3754","Single",4,12,1,6,1,"1","0","0","1","0","0",20,"0","Graduate"
"3755","Single",1,6,1,12,1,"0","0","0","1","0","0",26,"0","Dropout"
"3756","Single",4,12,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"3757","Single",1,3,0,1,1,"0","0","0","1","0","0",58,"0","Graduate"
"3758","Single",2,12,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"3759","Single",1,6,1,1,1,"1","0","0","1","0","0",20,"0","Enrolled"
"3760","Single",1,17,0,1,1,"0","0","0","1","0","0",20,"0","Dropout"
"3761","Single",1,9,1,1,1,"1","0","0","1","0","0",29,"0","Graduate"
"3762","Single",1,10,1,3,1,"0","0","1","0","0","0",27,"0","Dropout"
"3763","Single",1,6,1,1,1,"1","0","0","1","0","1",21,"0","Graduate"
"3764","Single",1,10,1,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"3765","Single",1,10,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"3766","Single",1,12,1,1,1,"1","0","0","1","0","1",22,"0","Graduate"
"3767","Single",3,5,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3768","Single",1,15,1,1,1,"1","0","1","0","0","0",19,"0","Dropout"
"3769","Single",3,16,1,1,1,"1","0","0","1","0","0",23,"0","Enrolled"
"3770","Single",3,15,1,1,1,"1","0","0","1","0","1",18,"0","Dropout"
"3771","Single",1,8,1,14,1,"0","0","0","1","0","0",19,"0","Dropout"
"3772","Single",1,4,1,14,1,"1","0","0","1","0","0",20,"0","Graduate"
"3773","Single",4,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3774","Single",1,6,1,12,1,"1","0","1","0","0","1",26,"0","Dropout"
"3775","Single",1,10,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"3776","Single",1,6,1,1,1,"1","0","1","1","0","0",29,"0","Dropout"
"3777","Single",1,4,1,14,1,"1","0","0","0","0","0",20,"0","Graduate"
"3778","Single",1,5,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"3779","Single",1,6,1,14,1,"1","0","0","1","0","0",23,"0","Enrolled"
"3780","Single",1,13,1,1,1,"0","0","0","1","0","0",25,"0","Enrolled"
"3781","Single",1,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3782","Single",3,5,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3783","Single",2,16,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"3784","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Enrolled"
"3785","Single",1,3,0,15,1,"0","0","0","1","0","0",36,"0","Dropout"
"3786","Single",1,4,1,14,1,"0","0","0","1","1","1",20,"0","Enrolled"
"3787","Single",2,2,1,1,14,"1","0","0","1","1","0",20,"1","Dropout"
"3788","Single",1,10,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"3789","Single",1,4,1,14,1,"0","0","0","1","1","0",19,"0","Enrolled"
"3790","Single",1,10,1,1,1,"1","0","1","0","1","0",20,"0","Dropout"
"3791","Single",2,12,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3792","Single",1,8,1,14,1,"1","0","1","1","1","0",20,"0","Dropout"
"3793","Single",1,7,1,1,1,"1","0","1","0","1","0",24,"0","Dropout"
"3794","Single",1,15,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3795","Single",1,7,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"3796","Single",3,7,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3797","Single",1,11,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"3798","Single",2,14,1,1,1,"1","0","0","1","1","0",22,"0","Dropout"
"3799","Single",1,14,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"3800","Married",1,6,1,9,1,"1","0","1","0","0","0",32,"0","Dropout"
"3801","Single",1,16,1,1,1,"1","0","0","1","0","1",21,"0","Dropout"
"3802","Single",1,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"3803","Divorced",1,3,0,1,1,"0","0","0","1","0","1",39,"0","Graduate"
"3804","Single",1,3,0,8,1,"1","0","0","1","0","0",30,"0","Graduate"
"3805","Single",1,9,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"3806","Married",1,17,0,1,1,"1","0","0","1","0","0",38,"0","Dropout"
"3807","Single",3,5,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"3808","Single",1,3,0,12,1,"0","0","0","1","0","0",55,"0","Graduate"
"3809","Divorced",1,5,1,2,1,"0","0","0","1","0","0",53,"0","Dropout"
"3810","Married",1,3,0,1,1,"0","0","0","1","0","0",54,"0","Dropout"
"3811","Single",1,12,1,1,1,"1","0","0","1","0","1",18,"0","Enrolled"
"3812","Single",1,3,0,1,1,"0","0","1","0","0","0",44,"0","Dropout"
"3813","Single",1,10,1,1,1,"1","0","0","1","0","0",28,"0","Graduate"
"3814","Single",1,3,0,17,1,"0","0","0","1","0","0",37,"0","Graduate"
"3815","Single",1,10,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"3816","Single",3,12,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"3817","Single",1,10,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3818","Single",1,4,1,1,1,"1","0","0","1","1","1",23,"0","Graduate"
"3819","Single",1,10,1,1,1,"0","0","0","1","1","0",22,"0","Dropout"
"3820","Single",1,11,1,1,1,"0","0","0","0","1","0",24,"0","Dropout"
"3821","Single",1,4,1,14,1,"1","0","0","1","1","0",22,"0","Enrolled"
"3822","Single",1,4,1,1,1,"0","0","0","1","1","0",26,"0","Dropout"
"3823","Single",6,15,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3824","Single",1,8,1,14,1,"0","0","0","1","1","0",24,"0","Dropout"
"3825","Single",1,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"3826","Single",1,2,1,1,1,"1","0","0","1","1","0",26,"0","Dropout"
"3827","Single",1,11,1,12,1,"0","0","0","1","1","0",27,"0","Dropout"
"3828","Single",1,4,1,14,1,"1","0","0","1","1","1",20,"0","Graduate"
"3829","Single",1,7,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3830","Single",1,6,1,1,1,"0","0","0","1","1","1",18,"0","Dropout"
"3831","Single",3,12,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"3832","Single",1,14,1,1,1,"1","0","0","1","1","0",19,"0","Enrolled"
"3833","Single",1,5,1,1,1,"1","0","0","1","1","0",34,"0","Enrolled"
"3834","Single",1,10,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"3835","Single",1,15,1,1,1,"0","0","0","1","1","1",19,"0","Graduate"
"3836","Married",1,4,1,1,1,"0","0","0","1","1","0",30,"0","Dropout"
"3837","Single",1,15,1,1,1,"0","0","0","0","1","0",22,"0","Dropout"
"3838","Single",1,9,1,1,1,"0","0","0","0","1","0",19,"0","Dropout"
"3839","Single",1,9,1,1,1,"0","0","0","1","1","0",21,"0","Dropout"
"3840","Single",2,2,1,1,1,"1","0","0","0","1","0",22,"0","Dropout"
"3841","Single",1,11,1,1,1,"0","0","0","1","1","1",19,"0","Enrolled"
"3842","Single",1,10,1,1,1,"0","0","0","1","1","0",20,"0","Enrolled"
"3843","Single",1,4,1,12,1,"1","0","0","1","1","0",35,"0","Dropout"
"3844","Single",2,9,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"3845","Single",1,8,1,1,1,"0","0","0","1","1","0",21,"0","Graduate"
